video,prompt,vace_reference_image,poses,depth,original_pose_height,original_pose_width
DesertMap/DesertMap_ep19_2025-11-22-03-00-35/rgb.mp4,"A vast desert landscape with rolling sand dunes, scattered rocks, and a lone palm tree, under a clear blue sky with a few clouds, creating a serene and expansive atmosphere.",DesertMap/DesertMap_ep19_2025-11-22-03-00-35/rgb.mp4,DesertMap/DesertMap_ep19_2025-11-22-03-00-35/pose.json,DesertMap/DesertMap_ep19_2025-11-22-03-00-35/depth.mp4,480,832
DesertMap/DesertMap_ep1_2025-11-22-02-14-02/rgb.mp4,"A vast desert landscape with rolling sand dunes, scattered palm trees, and rocky outcrops under a clear blue sky dotted with fluffy clouds, creating a serene and expansive atmosphere.",DesertMap/DesertMap_ep1_2025-11-22-02-14-02/rgb.mp4,DesertMap/DesertMap_ep1_2025-11-22-02-14-02/pose.json,DesertMap/DesertMap_ep1_2025-11-22-02-14-02/depth.mp4,480,832
DesertMap/DesertMap_ep20_2025-11-22-03-03-11/rgb.mp4,"A vast desert landscape with rolling sand dunes, scattered rocks, and palm trees, under a clear sky with a faint rainbow in the distance.",DesertMap/DesertMap_ep20_2025-11-22-03-03-11/rgb.mp4,DesertMap/DesertMap_ep20_2025-11-22-03-03-11/pose.json,DesertMap/DesertMap_ep20_2025-11-22-03-03-11/depth.mp4,480,832
DesertMap/DesertMap_ep21_2025-11-22-03-05-45/rgb.mp4,"A vast desert landscape with rolling sand dunes, scattered rocks, and palm trees, under a clear blue sky with a few clouds, creating a serene and expansive atmosphere.",DesertMap/DesertMap_ep21_2025-11-22-03-05-45/rgb.mp4,DesertMap/DesertMap_ep21_2025-11-22-03-05-45/pose.json,DesertMap/DesertMap_ep21_2025-11-22-03-05-45/depth.mp4,480,832
DesertMap/DesertMap_ep22_2025-11-22-03-08-20/rgb.mp4,"A vast desert landscape with rolling sand dunes under a clear blue sky, featuring a small rock formation topped with a palm tree and scattered orange and white striped objects, creating a stark contrast against the golden sands.",DesertMap/DesertMap_ep22_2025-11-22-03-08-20/rgb.mp4,DesertMap/DesertMap_ep22_2025-11-22-03-08-20/pose.json,DesertMap/DesertMap_ep22_2025-11-22-03-08-20/depth.mp4,480,832
DesertMap/DesertMap_ep23_2025-11-22-03-10-53/rgb.mp4,"A vast desert landscape with rolling sand dunes, scattered rocks, and palm trees, under a clear sky with a few clouds, creating a serene and expansive atmosphere.",DesertMap/DesertMap_ep23_2025-11-22-03-10-53/rgb.mp4,DesertMap/DesertMap_ep23_2025-11-22-03-10-53/pose.json,DesertMap/DesertMap_ep23_2025-11-22-03-10-53/depth.mp4,480,832
DesertMap/DesertMap_ep24_2025-11-22-03-13-27/rgb.mp4,"A vast desert landscape with rolling sand dunes, sparse vegetation including palm trees and bushes, and scattered rocks. The sky is a mix of clear blue and scattered clouds, creating a serene and expansive atmosphere.",DesertMap/DesertMap_ep24_2025-11-22-03-13-27/rgb.mp4,DesertMap/DesertMap_ep24_2025-11-22-03-13-27/pose.json,DesertMap/DesertMap_ep24_2025-11-22-03-13-27/depth.mp4,480,832
DesertMap/DesertMap_ep25_2025-11-22-03-16-01/rgb.mp4,"A vast desert landscape with rolling sand dunes, scattered rocks, and a few resilient plants, including a palm tree and a small bush, under a clear sky with a faint rainbow in the distance.",DesertMap/DesertMap_ep25_2025-11-22-03-16-01/rgb.mp4,DesertMap/DesertMap_ep25_2025-11-22-03-16-01/pose.json,DesertMap/DesertMap_ep25_2025-11-22-03-16-01/depth.mp4,480,832
DesertMap/DesertMap_ep26_2025-11-22-03-18-32/rgb.mp4,"A vast desert landscape with rolling sand dunes, scattered rocks, and palm trees, under a clear sky with a few clouds, creating a serene and expansive atmosphere.",DesertMap/DesertMap_ep26_2025-11-22-03-18-32/rgb.mp4,DesertMap/DesertMap_ep26_2025-11-22-03-18-32/pose.json,DesertMap/DesertMap_ep26_2025-11-22-03-18-32/depth.mp4,480,832
DesertMap/DesertMap_ep27_2025-11-22-03-21-08/rgb.mp4,"A vast desert landscape with rolling sand dunes, scattered rocks, and palm trees, bathed in warm sunlight with a clear blue sky and a faint rainbow in the distance.",DesertMap/DesertMap_ep27_2025-11-22-03-21-08/rgb.mp4,DesertMap/DesertMap_ep27_2025-11-22-03-21-08/pose.json,DesertMap/DesertMap_ep27_2025-11-22-03-21-08/depth.mp4,480,832
DesertMap/DesertMap_ep28_2025-11-22-03-23-44/rgb.mp4,"A vast desert landscape with rolling sand dunes, scattered rocks, and a lone palm tree growing atop a rocky outcrop. The sky is a clear blue with a few clouds, and the sun casts long shadows across the sandy terrain, creating a tranquil and expansive atmosphere.",DesertMap/DesertMap_ep28_2025-11-22-03-23-44/rgb.mp4,DesertMap/DesertMap_ep28_2025-11-22-03-23-44/pose.json,DesertMap/DesertMap_ep28_2025-11-22-03-23-44/depth.mp4,480,832
DesertMap/DesertMap_ep29_2025-11-22-03-26-21/rgb.mp4,"A vast desert landscape with rolling sand dunes, scattered rocks, and palm trees, under a clear sky with a faint rainbow in the distance.",DesertMap/DesertMap_ep29_2025-11-22-03-26-21/rgb.mp4,DesertMap/DesertMap_ep29_2025-11-22-03-26-21/pose.json,DesertMap/DesertMap_ep29_2025-11-22-03-26-21/depth.mp4,480,832
DesertMap/DesertMap_ep2_2025-11-22-02-16-37/rgb.mp4,"A vast desert landscape with rolling sand dunes, scattered rocks, and palm trees, under a clear blue sky with a few clouds, creating a serene and expansive atmosphere.",DesertMap/DesertMap_ep2_2025-11-22-02-16-37/rgb.mp4,DesertMap/DesertMap_ep2_2025-11-22-02-16-37/pose.json,DesertMap/DesertMap_ep2_2025-11-22-02-16-37/depth.mp4,480,832
DesertMap/DesertMap_ep30_2025-11-22-03-28-59/rgb.mp4,"A vast desert landscape with rolling sand dunes under a clear sky, featuring sparse vegetation like palm trees and rocks, creating a serene and expansive environment.",DesertMap/DesertMap_ep30_2025-11-22-03-28-59/rgb.mp4,DesertMap/DesertMap_ep30_2025-11-22-03-28-59/pose.json,DesertMap/DesertMap_ep30_2025-11-22-03-28-59/depth.mp4,480,832
DesertMap/DesertMap_ep31_2025-11-22-03-31-34/rgb.mp4,"A vast desert landscape with rolling sand dunes, scattered rocks, and a few palm trees, under a clear sky with a faint rainbow in the distance.",DesertMap/DesertMap_ep31_2025-11-22-03-31-34/rgb.mp4,DesertMap/DesertMap_ep31_2025-11-22-03-31-34/pose.json,DesertMap/DesertMap_ep31_2025-11-22-03-31-34/depth.mp4,480,832
DesertMap/DesertMap_ep32_2025-11-22-03-34-09/rgb.mp4,"A vast desert landscape with rolling sand dunes, scattered palm trees, and rocky outcrops, under a clear sky with a few clouds, creating a serene and expansive atmosphere.",DesertMap/DesertMap_ep32_2025-11-22-03-34-09/rgb.mp4,DesertMap/DesertMap_ep32_2025-11-22-03-34-09/pose.json,DesertMap/DesertMap_ep32_2025-11-22-03-34-09/depth.mp4,480,832
DesertMap/DesertMap_ep33_2025-11-22-03-36-44/rgb.mp4,"A vast desert landscape with rolling sand dunes, scattered rocks, and palm trees, under a clear sky with a few clouds, creating a serene and expansive atmosphere.",DesertMap/DesertMap_ep33_2025-11-22-03-36-44/rgb.mp4,DesertMap/DesertMap_ep33_2025-11-22-03-36-44/pose.json,DesertMap/DesertMap_ep33_2025-11-22-03-36-44/depth.mp4,480,832
DesertMap/DesertMap_ep34_2025-11-22-03-39-21/rgb.mp4,"A vast desert landscape with rolling sand dunes, scattered rocks, and palm trees, under a clear blue sky with a few clouds, creating a serene and expansive atmosphere.",DesertMap/DesertMap_ep34_2025-11-22-03-39-21/rgb.mp4,DesertMap/DesertMap_ep34_2025-11-22-03-39-21/pose.json,DesertMap/DesertMap_ep34_2025-11-22-03-39-21/depth.mp4,480,832
DesertMap/DesertMap_ep35_2025-11-22-03-41-57/rgb.mp4,"A vast desert landscape with rolling sand dunes, scattered rocks, and palm trees, under a clear sky with a few clouds, creating a tranquil and expansive atmosphere.",DesertMap/DesertMap_ep35_2025-11-22-03-41-57/rgb.mp4,DesertMap/DesertMap_ep35_2025-11-22-03-41-57/pose.json,DesertMap/DesertMap_ep35_2025-11-22-03-41-57/depth.mp4,480,832
DesertMap/DesertMap_ep36_2025-11-22-03-44-33/rgb.mp4,"A vast desert landscape with rolling sand dunes, scattered rocks, and palm trees, under a clear blue sky with a few clouds, creating a serene and expansive atmosphere.",DesertMap/DesertMap_ep36_2025-11-22-03-44-33/rgb.mp4,DesertMap/DesertMap_ep36_2025-11-22-03-44-33/pose.json,DesertMap/DesertMap_ep36_2025-11-22-03-44-33/depth.mp4,480,832
DesertMap/DesertMap_ep37_2025-11-22-03-47-09/rgb.mp4,"A vast desert landscape with rolling sand dunes, scattered rocks, and palm trees, bathed in warm sunlight with a rainbow in the sky, creating a tranquil and expansive atmosphere.",DesertMap/DesertMap_ep37_2025-11-22-03-47-09/rgb.mp4,DesertMap/DesertMap_ep37_2025-11-22-03-47-09/pose.json,DesertMap/DesertMap_ep37_2025-11-22-03-47-09/depth.mp4,480,832
DesertMap/DesertMap_ep38_2025-11-22-03-49-45/rgb.mp4,"A vast desert landscape with rolling sand dunes, scattered palm trees, and rocky outcrops, under a clear sky with a few clouds, creating a serene and expansive atmosphere.",DesertMap/DesertMap_ep38_2025-11-22-03-49-45/rgb.mp4,DesertMap/DesertMap_ep38_2025-11-22-03-49-45/pose.json,DesertMap/DesertMap_ep38_2025-11-22-03-49-45/depth.mp4,480,832
DesertMap/DesertMap_ep39_2025-11-22-03-52-21/rgb.mp4,"A vast desert landscape with rolling sand dunes, scattered rocks, and palm trees, under a clear blue sky with a few clouds, creating a serene and expansive atmosphere.",DesertMap/DesertMap_ep39_2025-11-22-03-52-21/rgb.mp4,DesertMap/DesertMap_ep39_2025-11-22-03-52-21/pose.json,DesertMap/DesertMap_ep39_2025-11-22-03-52-21/depth.mp4,480,832
DesertMap/DesertMap_ep3_2025-11-22-02-19-12/rgb.mp4,"A vast desert landscape with rolling sand dunes, scattered rocks, and sparse vegetation including a palm tree and a bush. The scene is bathed in warm sunlight, creating long shadows that stretch across the sandy terrain. A small orange and white striped object lies on the ground, adding a touch of color to the otherwise monochromatic environment.",DesertMap/DesertMap_ep3_2025-11-22-02-19-12/rgb.mp4,DesertMap/DesertMap_ep3_2025-11-22-02-19-12/pose.json,DesertMap/DesertMap_ep3_2025-11-22-02-19-12/depth.mp4,480,832
DesertMap/DesertMap_ep40_2025-11-22-03-54-59/rgb.mp4,"A vast desert landscape with rolling sand dunes, scattered rocks, and palm trees, under a clear sky with a faint rainbow, creating a tranquil and expansive atmosphere.",DesertMap/DesertMap_ep40_2025-11-22-03-54-59/rgb.mp4,DesertMap/DesertMap_ep40_2025-11-22-03-54-59/pose.json,DesertMap/DesertMap_ep40_2025-11-22-03-54-59/depth.mp4,480,832
DesertMap/DesertMap_ep41_2025-11-22-03-57-33/rgb.mp4,"A vast desert landscape with rolling sand dunes, scattered rocks, and palm trees, under a clear sky with a rainbow in the distance, creating a serene and expansive atmosphere.",DesertMap/DesertMap_ep41_2025-11-22-03-57-33/rgb.mp4,DesertMap/DesertMap_ep41_2025-11-22-03-57-33/pose.json,DesertMap/DesertMap_ep41_2025-11-22-03-57-33/depth.mp4,480,832
DesertMap/DesertMap_ep42_2025-11-22-04-00-08/rgb.mp4,"A vast desert landscape with rolling sand dunes under a clear sky, featuring scattered rocks and palm trees, creating a serene and expansive environment.",DesertMap/DesertMap_ep42_2025-11-22-04-00-08/rgb.mp4,DesertMap/DesertMap_ep42_2025-11-22-04-00-08/pose.json,DesertMap/DesertMap_ep42_2025-11-22-04-00-08/depth.mp4,480,832
DesertMap/DesertMap_ep43_2025-11-22-04-02-44/rgb.mp4,"A vast desert landscape with rolling sand dunes, scattered rocks, and palm trees, under a clear sky with a few clouds, creating a serene and expansive atmosphere.",DesertMap/DesertMap_ep43_2025-11-22-04-02-44/rgb.mp4,DesertMap/DesertMap_ep43_2025-11-22-04-02-44/pose.json,DesertMap/DesertMap_ep43_2025-11-22-04-02-44/depth.mp4,480,832
DesertMap/DesertMap_ep44_2025-11-22-04-05-20/rgb.mp4,"A vast desert landscape with rolling sand dunes, scattered rocks, and palm trees, under a clear sky with a few clouds, creating a serene and expansive atmosphere.",DesertMap/DesertMap_ep44_2025-11-22-04-05-20/rgb.mp4,DesertMap/DesertMap_ep44_2025-11-22-04-05-20/pose.json,DesertMap/DesertMap_ep44_2025-11-22-04-05-20/depth.mp4,480,832
DesertMap/DesertMap_ep45_2025-11-22-04-07-56/rgb.mp4,"A vast desert landscape with rolling sand dunes under a clear blue sky, featuring scattered rocks and palm trees, creating a serene and expansive environment.",DesertMap/DesertMap_ep45_2025-11-22-04-07-56/rgb.mp4,DesertMap/DesertMap_ep45_2025-11-22-04-07-56/pose.json,DesertMap/DesertMap_ep45_2025-11-22-04-07-56/depth.mp4,480,832
DesertMap/DesertMap_ep46_2025-11-22-04-10-32/rgb.mp4,"A vast desert landscape with rolling sand dunes, scattered palm trees, and rocky outcrops under a clear blue sky with a few clouds. The scene is bathed in warm sunlight, creating a tranquil and expansive atmosphere.",DesertMap/DesertMap_ep46_2025-11-22-04-10-32/rgb.mp4,DesertMap/DesertMap_ep46_2025-11-22-04-10-32/pose.json,DesertMap/DesertMap_ep46_2025-11-22-04-10-32/depth.mp4,480,832
DesertMap/DesertMap_ep47_2025-11-22-04-13-09/rgb.mp4,"A vast desert landscape with rolling sand dunes, scattered rocks, and palm trees, under a clear blue sky with a few clouds, creating a serene and expansive atmosphere.",DesertMap/DesertMap_ep47_2025-11-22-04-13-09/rgb.mp4,DesertMap/DesertMap_ep47_2025-11-22-04-13-09/pose.json,DesertMap/DesertMap_ep47_2025-11-22-04-13-09/depth.mp4,480,832
DesertMap/DesertMap_ep48_2025-11-22-04-15-45/rgb.mp4,"A vast desert landscape with rolling sand dunes, scattered rocks, and a palm tree growing atop one of the rocks, under a clear blue sky with a few clouds.",DesertMap/DesertMap_ep48_2025-11-22-04-15-45/rgb.mp4,DesertMap/DesertMap_ep48_2025-11-22-04-15-45/pose.json,DesertMap/DesertMap_ep48_2025-11-22-04-15-45/depth.mp4,480,832
DesertMap/DesertMap_ep49_2025-11-22-04-18-20/rgb.mp4,"A vast desert landscape with sand dunes, scattered rocks, and a lone palm tree, under a clear sky with a faint rainbow in the distance.",DesertMap/DesertMap_ep49_2025-11-22-04-18-20/rgb.mp4,DesertMap/DesertMap_ep49_2025-11-22-04-18-20/pose.json,DesertMap/DesertMap_ep49_2025-11-22-04-18-20/depth.mp4,480,832
DesertMap/DesertMap_ep4_2025-11-22-02-21-48/rgb.mp4,"A vast desert landscape with rolling sand dunes, scattered rocks, and palm trees, under a clear sky with a rainbow in the distance.",DesertMap/DesertMap_ep4_2025-11-22-02-21-48/rgb.mp4,DesertMap/DesertMap_ep4_2025-11-22-02-21-48/pose.json,DesertMap/DesertMap_ep4_2025-11-22-02-21-48/depth.mp4,480,832
DesertMap/DesertMap_ep5_2025-11-22-02-24-24/rgb.mp4,"A vast desert landscape with rolling sand dunes, scattered rocks, and palm trees, under a clear sky with a faint rainbow in the distance.",DesertMap/DesertMap_ep5_2025-11-22-02-24-24/rgb.mp4,DesertMap/DesertMap_ep5_2025-11-22-02-24-24/pose.json,DesertMap/DesertMap_ep5_2025-11-22-02-24-24/depth.mp4,480,832
DesertMap/DesertMap_ep6_2025-11-22-02-26-59/rgb.mp4,"A vast desert landscape with rolling sand dunes, scattered rocks, and palm trees, under a clear sky with a few clouds, creating a serene and expansive atmosphere.",DesertMap/DesertMap_ep6_2025-11-22-02-26-59/rgb.mp4,DesertMap/DesertMap_ep6_2025-11-22-02-26-59/pose.json,DesertMap/DesertMap_ep6_2025-11-22-02-26-59/depth.mp4,480,832
DesertMap/DesertMap_ep7_2025-11-22-02-29-35/rgb.mp4,"A vast desert landscape with rolling sand dunes, sparse vegetation including palm trees and small bushes, and scattered rocks, under a clear sky with a few clouds.",DesertMap/DesertMap_ep7_2025-11-22-02-29-35/rgb.mp4,DesertMap/DesertMap_ep7_2025-11-22-02-29-35/pose.json,DesertMap/DesertMap_ep7_2025-11-22-02-29-35/depth.mp4,480,832
DesertMap/DesertMap_ep8_2025-11-22-02-32-05/rgb.mp4,"A vast desert landscape with rolling sand dunes, scattered palm trees, and rocky outcrops under a clear blue sky with a few clouds. The scene is bathed in warm sunlight, creating a tranquil and expansive atmosphere.",DesertMap/DesertMap_ep8_2025-11-22-02-32-05/rgb.mp4,DesertMap/DesertMap_ep8_2025-11-22-02-32-05/pose.json,DesertMap/DesertMap_ep8_2025-11-22-02-32-05/depth.mp4,480,832
DesertMap/DesertMap_ep9_2025-11-22-02-34-39/rgb.mp4,"A vast desert landscape with rolling sand dunes, scattered palm trees, and rocky outcrops under a clear blue sky with a faint rainbow. The scene is tranquil and expansive, showcasing the natural beauty of the desert environment.",DesertMap/DesertMap_ep9_2025-11-22-02-34-39/rgb.mp4,DesertMap/DesertMap_ep9_2025-11-22-02-34-39/pose.json,DesertMap/DesertMap_ep9_2025-11-22-02-34-39/depth.mp4,480,832
Desert_ruins/Desert_ruins_ep0_2025-11-16-04-56-24/rgb.mp4,"Ancient stone ruins scattered across a sandy desert landscape, bathed in the warm golden light of a setting sun, with rolling hills in the background creating a sense of vastness and timelessness.",Desert_ruins/Desert_ruins_ep0_2025-11-16-04-56-24/rgb.mp4,Desert_ruins/Desert_ruins_ep0_2025-11-16-04-56-24/pose.json,Desert_ruins/Desert_ruins_ep0_2025-11-16-04-56-24/depth.mp4,480,832
Desert_ruins/Desert_ruins_ep10_2025-11-16-05-22-23/rgb.mp4,"Ancient stone ruins scattered across a sandy desert landscape, with remnants of columns and blocks under a hazy, golden sunlight, evoking a sense of historical mystery and desolation.",Desert_ruins/Desert_ruins_ep10_2025-11-16-05-22-23/rgb.mp4,Desert_ruins/Desert_ruins_ep10_2025-11-16-05-22-23/pose.json,Desert_ruins/Desert_ruins_ep10_2025-11-16-05-22-23/depth.mp4,480,832
Desert_ruins/Desert_ruins_ep11_2025-11-16-05-24-51/rgb.mp4,"Ancient stone ruins scattered across a sandy desert landscape, with remnants of columns and broken structures bathed in the warm glow of a setting sun, creating a sense of historical mystery and desolation.",Desert_ruins/Desert_ruins_ep11_2025-11-16-05-24-51/rgb.mp4,Desert_ruins/Desert_ruins_ep11_2025-11-16-05-24-51/pose.json,Desert_ruins/Desert_ruins_ep11_2025-11-16-05-24-51/depth.mp4,480,832
Desert_ruins/Desert_ruins_ep12_2025-11-16-05-27-21/rgb.mp4,"Ancient stone ruins scattered across a sandy desert landscape, with partially collapsed columns and broken blocks under a hazy, golden sunlight.",Desert_ruins/Desert_ruins_ep12_2025-11-16-05-27-21/rgb.mp4,Desert_ruins/Desert_ruins_ep12_2025-11-16-05-27-21/pose.json,Desert_ruins/Desert_ruins_ep12_2025-11-16-05-27-21/depth.mp4,480,832
Desert_ruins/Desert_ruins_ep13_2025-11-16-05-29-49/rgb.mp4,"Ancient stone ruins scattered across a sandy desert landscape, with remnants of columns and broken blocks under a hazy sunlit sky, evoking a sense of historical mystery and desolation.",Desert_ruins/Desert_ruins_ep13_2025-11-16-05-29-49/rgb.mp4,Desert_ruins/Desert_ruins_ep13_2025-11-16-05-29-49/pose.json,Desert_ruins/Desert_ruins_ep13_2025-11-16-05-29-49/depth.mp4,480,832
Desert_ruins/Desert_ruins_ep14_2025-11-16-05-32-18/rgb.mp4,"Ancient stone ruins scattered across a sandy desert landscape, with remnants of columns and broken blocks under a hazy sunlit sky, evoking a sense of historical mystery and desolation.",Desert_ruins/Desert_ruins_ep14_2025-11-16-05-32-18/rgb.mp4,Desert_ruins/Desert_ruins_ep14_2025-11-16-05-32-18/pose.json,Desert_ruins/Desert_ruins_ep14_2025-11-16-05-32-18/depth.mp4,480,832
Desert_ruins/Desert_ruins_ep15_2025-11-16-05-34-46/rgb.mp4,"Ancient stone ruins scattered across a sandy desert landscape, with remnants of columns and broken blocks under a hazy sunlit sky, evoking a sense of historical mystery and desolation.",Desert_ruins/Desert_ruins_ep15_2025-11-16-05-34-46/rgb.mp4,Desert_ruins/Desert_ruins_ep15_2025-11-16-05-34-46/pose.json,Desert_ruins/Desert_ruins_ep15_2025-11-16-05-34-46/depth.mp4,480,832
Desert_ruins/Desert_ruins_ep16_2025-11-16-05-37-14/rgb.mp4,"Ancient stone ruins scattered across a desert landscape with rolling hills in the background, bathed in warm golden sunlight.",Desert_ruins/Desert_ruins_ep16_2025-11-16-05-37-14/rgb.mp4,Desert_ruins/Desert_ruins_ep16_2025-11-16-05-37-14/pose.json,Desert_ruins/Desert_ruins_ep16_2025-11-16-05-37-14/depth.mp4,480,832
Desert_ruins/Desert_ruins_ep17_2025-11-16-05-39-41/rgb.mp4,"Ancient stone ruins scattered across a desert landscape, with remnants of columns and blocks under a hazy, golden sunlight, evoking a sense of historical mystery and desolation.",Desert_ruins/Desert_ruins_ep17_2025-11-16-05-39-41/rgb.mp4,Desert_ruins/Desert_ruins_ep17_2025-11-16-05-39-41/pose.json,Desert_ruins/Desert_ruins_ep17_2025-11-16-05-39-41/depth.mp4,480,832
Desert_ruins/Desert_ruins_ep18_2025-11-16-05-42-09/rgb.mp4,"Ancient stone ruins scattered across a desert landscape, bathed in golden sunlight with rolling hills in the background, evoking a sense of historical mystery and desolation.",Desert_ruins/Desert_ruins_ep18_2025-11-16-05-42-09/rgb.mp4,Desert_ruins/Desert_ruins_ep18_2025-11-16-05-42-09/pose.json,Desert_ruins/Desert_ruins_ep18_2025-11-16-05-42-09/depth.mp4,480,832
Desert_ruins/Desert_ruins_ep19_2025-11-16-05-44-37/rgb.mp4,"A vast desert landscape with scattered stone ruins, including broken columns and blocks, set against a backdrop of rolling sand dunes bathed in warm, golden sunlight.",Desert_ruins/Desert_ruins_ep19_2025-11-16-05-44-37/rgb.mp4,Desert_ruins/Desert_ruins_ep19_2025-11-16-05-44-37/pose.json,Desert_ruins/Desert_ruins_ep19_2025-11-16-05-44-37/depth.mp4,480,832
Desert_ruins/Desert_ruins_ep1_2025-11-16-04-59-43/rgb.mp4,"Ancient stone ruins scattered across a barren desert landscape, with remnants of columns and blocks under a hazy, golden sunlight, evoking a sense of historical mystery and desolation.",Desert_ruins/Desert_ruins_ep1_2025-11-16-04-59-43/rgb.mp4,Desert_ruins/Desert_ruins_ep1_2025-11-16-04-59-43/pose.json,Desert_ruins/Desert_ruins_ep1_2025-11-16-04-59-43/depth.mp4,480,832
Desert_ruins/Desert_ruins_ep20_2025-11-16-05-47-06/rgb.mp4,"Ancient stone ruins scattered across a desert landscape, bathed in golden sunlight with rolling hills in the background, evoking a sense of historical mystery and desolation.",Desert_ruins/Desert_ruins_ep20_2025-11-16-05-47-06/rgb.mp4,Desert_ruins/Desert_ruins_ep20_2025-11-16-05-47-06/pose.json,Desert_ruins/Desert_ruins_ep20_2025-11-16-05-47-06/depth.mp4,480,832
Desert_ruins/Desert_ruins_ep21_2025-11-16-05-49-33/rgb.mp4,"Ancient stone ruins scattered across a sandy desert landscape, with remnants of columns and blocks under a warm, golden sunlight, evoking a sense of historical mystery and desolation.",Desert_ruins/Desert_ruins_ep21_2025-11-16-05-49-33/rgb.mp4,Desert_ruins/Desert_ruins_ep21_2025-11-16-05-49-33/pose.json,Desert_ruins/Desert_ruins_ep21_2025-11-16-05-49-33/depth.mp4,480,832
Desert_ruins/Desert_ruins_ep22_2025-11-16-05-52-00/rgb.mp4,"Ancient stone ruins scattered across a sandy desert landscape, with remnants of columns and blocks under a warm, golden sunlight, evoking a sense of historical mystery and desolation.",Desert_ruins/Desert_ruins_ep22_2025-11-16-05-52-00/rgb.mp4,Desert_ruins/Desert_ruins_ep22_2025-11-16-05-52-00/pose.json,Desert_ruins/Desert_ruins_ep22_2025-11-16-05-52-00/depth.mp4,480,832
Desert_ruins/Desert_ruins_ep23_2025-11-16-05-54-28/rgb.mp4,"Ancient stone ruins scattered across a barren desert landscape, with remnants of columns and blocks under a hazy, golden sunlight, evoking a sense of historical mystery and desolation.",Desert_ruins/Desert_ruins_ep23_2025-11-16-05-54-28/rgb.mp4,Desert_ruins/Desert_ruins_ep23_2025-11-16-05-54-28/pose.json,Desert_ruins/Desert_ruins_ep23_2025-11-16-05-54-28/depth.mp4,480,832
Desert_ruins/Desert_ruins_ep24_2025-11-16-05-56-56/rgb.mp4,"Ancient stone ruins scattered across a sandy desert landscape, with remnants of columns and broken blocks under a hazy, golden sunlight, evoking a sense of historical mystery and desolation.",Desert_ruins/Desert_ruins_ep24_2025-11-16-05-56-56/rgb.mp4,Desert_ruins/Desert_ruins_ep24_2025-11-16-05-56-56/pose.json,Desert_ruins/Desert_ruins_ep24_2025-11-16-05-56-56/depth.mp4,480,832
Desert_ruins/Desert_ruins_ep25_2025-11-16-05-59-25/rgb.mp4,"Ancient stone ruins scattered across a desert landscape, with remnants of columns and broken blocks under a hazy sunlit sky, evoking a sense of historical mystery and desolation.",Desert_ruins/Desert_ruins_ep25_2025-11-16-05-59-25/rgb.mp4,Desert_ruins/Desert_ruins_ep25_2025-11-16-05-59-25/pose.json,Desert_ruins/Desert_ruins_ep25_2025-11-16-05-59-25/depth.mp4,480,832
Desert_ruins/Desert_ruins_ep26_2025-11-16-06-01-56/rgb.mp4,"Ancient stone ruins scattered across a sandy desert landscape, bathed in the warm golden light of a setting sun, with rolling hills in the background creating a sense of timelessness and mystery.",Desert_ruins/Desert_ruins_ep26_2025-11-16-06-01-56/rgb.mp4,Desert_ruins/Desert_ruins_ep26_2025-11-16-06-01-56/pose.json,Desert_ruins/Desert_ruins_ep26_2025-11-16-06-01-56/depth.mp4,480,832
Desert_ruins/Desert_ruins_ep27_2025-11-16-06-04-24/rgb.mp4,"A desolate desert landscape with scattered stone ruins, including columns and blocks, set against a backdrop of rolling sand dunes bathed in warm, golden sunlight.",Desert_ruins/Desert_ruins_ep27_2025-11-16-06-04-24/rgb.mp4,Desert_ruins/Desert_ruins_ep27_2025-11-16-06-04-24/pose.json,Desert_ruins/Desert_ruins_ep27_2025-11-16-06-04-24/depth.mp4,480,832
Desert_ruins/Desert_ruins_ep28_2025-11-16-06-06-52/rgb.mp4,"Ancient stone ruins scattered across a desert landscape, with remnants of columns and blocks under a hazy sunlit sky, evoking a sense of historical mystery and desolation.",Desert_ruins/Desert_ruins_ep28_2025-11-16-06-06-52/rgb.mp4,Desert_ruins/Desert_ruins_ep28_2025-11-16-06-06-52/pose.json,Desert_ruins/Desert_ruins_ep28_2025-11-16-06-06-52/depth.mp4,480,832
Desert_ruins/Desert_ruins_ep29_2025-11-16-06-09-19/rgb.mp4,"A vast desert landscape with scattered stone ruins, including columns and blocks, set against a backdrop of rolling sand dunes bathed in warm, golden sunlight.",Desert_ruins/Desert_ruins_ep29_2025-11-16-06-09-19/rgb.mp4,Desert_ruins/Desert_ruins_ep29_2025-11-16-06-09-19/pose.json,Desert_ruins/Desert_ruins_ep29_2025-11-16-06-09-19/depth.mp4,480,832
Desert_ruins/Desert_ruins_ep2_2025-11-16-05-02-46/rgb.mp4,"Ancient stone ruins scattered across a sandy desert landscape, with remnants of columns and blocks bathed in warm, golden sunlight, set against a backdrop of rolling hills.",Desert_ruins/Desert_ruins_ep2_2025-11-16-05-02-46/rgb.mp4,Desert_ruins/Desert_ruins_ep2_2025-11-16-05-02-46/pose.json,Desert_ruins/Desert_ruins_ep2_2025-11-16-05-02-46/depth.mp4,480,832
